code,area,year,qualification,number,denominator,percent,confidence
E09000008,Croydon,2016,NVQ2 only,33200,245800,13.5,2.8
E09000009,Ealing,2016,NVQ2 only,14500,225300,6.4,2.1
E09000010,Enfield,2016,NVQ2 only,35100,211000,16.6,3.4
E09000014,Haringey,2016,NVQ2 only,14000,194300,7.2,2.1
E09000015,Harrow,2016,NVQ2 only,17300,160000,10.8,2.8
E09000016,Havering,2016,NVQ2 only,30800,157300,19.6,3.7
E09000017,Hillingdon,2016,NVQ2 only,30300,197100,15.4,3.3
E09000018,Hounslow,2016,NVQ2 only,19500,183100,10.7,3.1
E09000028,Southwark,2004,NVQ2 only,17300,177700,9.7,2.5
E09000021,Kingston upon Thames,2016,NVQ2 only,10600,117200,9,2.7
E09000024,Merton,2016,NVQ2 only,11100,136600,8.1,2.6
E09000025,Newham,2016,NVQ2 only,23200,233400,10,2.4
E09000026,Redbridge,2016,NVQ2 only,24700,194300,12.7,2.7
E09000027,Richmond upon Thames,2016,NVQ2 only,9400,127600,7.3,2.5
E09000029,Sutton,2016,NVQ2 only,18000,129600,13.9,3.2
E09000031,Waltham Forest,2016,NVQ2 only,20100,184300,10.9,3.1
E09000028,Southwark,2005,NVQ2 only,14500,182900,7.9,2.3
E09000028,Southwark,2006,NVQ2 only,20900,188200,11.1,2.6
E09000028,Southwark,2007,NVQ2 only,20900,192500,10.9,2.5
E09000028,Southwark,2008,NVQ2 only,17300,197700,8.8,2.2
E09000028,Southwark,2009,NVQ2 only,22100,202300,10.9,2.7
E09000028,Southwark,2010,NVQ2 only,19600,206500,9.5,2.6
E09000028,Southwark,2011,NVQ2 only,21300,210800,10.1,2.4
E09000028,Southwark,2012,NVQ2 only,20100,213600,9.4,2.4
E09000028,Southwark,2013,NVQ2 only,23100,218100,10.6,2.4
E09000028,Southwark,2014,NVQ2 only,20200,218900,9.2,2.1
E09000028,Southwark,2015,NVQ2 only,20400,222200,9.2,2.3
E09000028,Southwark,2016,NVQ2 only,18300,225200,8.1,2.4
E09000002,Barking and Dagenham,2017,NVQ2 only,22300,130600,17,3.2
E09000003,Barnet,2017,NVQ2 only,25600,249100,10.3,2.7
E09000004,Bexley,2017,NVQ2 only,26000,156200,16.7,3.2
E09000005,Brent,2017,NVQ2 only,28100,216900,12.9,2.6
E09000006,Bromley,2017,NVQ2 only,28800,203200,14.2,3.1
E09000008,Croydon,2017,NVQ2 only,35100,245300,14.3,2.9
E09000009,Ealing,2017,NVQ2 only,22000,225300,9.8,2.8
E09000010,Enfield,2017,NVQ2 only,30500,216300,14.1,3.2
E09000014,Haringey,2017,NVQ2 only,17200,189700,9,2.2
E09000015,Harrow,2017,NVQ2 only,19400,156100,12.5,3
E09000016,Havering,2017,NVQ2 only,32900,158300,20.8,3.6
E09000017,Hillingdon,2017,NVQ2 only,27700,194300,14.3,3.1
E09000018,Hounslow,2017,NVQ2 only,15600,177100,8.8,2.8
E09000028,Southwark,2017,NVQ2 only,18100,228500,7.9,2.3
E09000021,Kingston upon Thames,2017,NVQ2 only,14600,114800,12.7,3.1
E09000024,Merton,2017,NVQ2 only,11000,135400,8.1,2.8
E09000025,Newham,2017,NVQ2 only,25200,242000,10.4,2.7
E09000026,Redbridge,2017,NVQ2 only,22000,195300,11.2,2.5
E09000027,Richmond upon Thames,2017,NVQ2 only,12600,125600,10,2.8
E09000029,Sutton,2017,NVQ2 only,14900,128900,11.5,3
E09000031,Waltham Forest,2017,NVQ2 only,25100,181300,13.8,3.1
E09000028,Southwark,2018,NVQ2 only,15200,230900,6.6,2.2
E09000028,Southwark,2019,NVQ2 only,22300,232500,9.6,2.7
E09000028,Southwark,2020,NVQ2 only,19200,232500,8.2,4.7
E09000028,Southwark,2021,NVQ2 only,23600,234000,10.1,5.2
E09000030,Tower Hamlets,2004,NVQ2 only,14700,143500,10.3,2.2
E09000030,Tower Hamlets,2005,NVQ2 only,11700,146500,8,2.1
E09000030,Tower Hamlets,2006,NVQ2 only,14300,151600,9.4,2.3
E09000030,Tower Hamlets,2007,NVQ2 only,12500,158700,7.8,2.2
E09000030,Tower Hamlets,2008,NVQ2 only,17000,168400,10.1,2.3
E09000030,Tower Hamlets,2009,NVQ2 only,23300,176600,13.2,2.7
E09000030,Tower Hamlets,2010,NVQ2 only,15400,182300,8.5,2.2
E09000030,Tower Hamlets,2011,NVQ2 only,19200,185300,10.4,2.3
E09000002,Barking and Dagenham,2018,NVQ2 only,25700,135400,19,3.6
E09000003,Barnet,2018,NVQ2 only,33200,253700,13.1,3
E09000004,Bexley,2018,NVQ2 only,28000,156300,17.9,3.4
E09000005,Brent,2018,NVQ2 only,42100,219700,19.2,3.5
E09000006,Bromley,2018,NVQ2 only,29800,205900,14.5,3.2
E09000008,Croydon,2018,NVQ2 only,34900,250200,13.9,3.1
E09000009,Ealing,2018,NVQ2 only,16800,226400,7.4,2.9
E09000010,Enfield,2018,NVQ2 only,20200,214300,9.4,2.8
E09000014,Haringey,2018,NVQ2 only,17700,196700,9,2.4
E09000015,Harrow,2018,NVQ2 only,21600,154100,14,3
E09000016,Havering,2018,NVQ2 only,30000,159800,18.7,3.4
E09000017,Hillingdon,2018,NVQ2 only,24800,199100,12.4,2.9
E09000018,Hounslow,2018,NVQ2 only,18500,181300,10.2,3.6
E09000030,Tower Hamlets,2012,NVQ2 only,21200,190600,11.1,2.4
E09000021,Kingston upon Thames,2018,NVQ2 only,11800,119600,9.9,2.8
E09000024,Merton,2018,NVQ2 only,15200,137700,11,3.1
E09000025,Newham,2018,NVQ2 only,21400,245600,8.7,2.8
E09000026,Redbridge,2018,NVQ2 only,29100,200600,14.5,2.8
E09000027,Richmond upon Thames,2018,NVQ2 only,10500,123200,8.6,2.7
E09000029,Sutton,2018,NVQ2 only,17600,128300,13.8,3.2
E09000031,Waltham Forest,2018,NVQ2 only,17500,186400,9.4,2.8
E09000030,Tower Hamlets,2013,NVQ2 only,22700,199800,11.3,2.5
E09000030,Tower Hamlets,2014,NVQ2 only,29700,207600,14.3,2.8
E09000030,Tower Hamlets,2015,NVQ2 only,26000,215800,12,2.7
E09000030,Tower Hamlets,2016,NVQ2 only,20600,223300,9.2,2.6
E09000030,Tower Hamlets,2017,NVQ2 only,23900,225100,10.6,2.7
E09000030,Tower Hamlets,2018,NVQ2 only,25000,229700,10.9,3.1
E09000030,Tower Hamlets,2019,NVQ2 only,21200,235600,9,2.8
E09000030,Tower Hamlets,2020,NVQ2 only,14000,235700,6,4.9
E09000030,Tower Hamlets,2021,NVQ2 only,29100,239200,12.2,5.9
E09000032,Wandsworth,2004,NVQ2 only,21400,202600,10.6,2.3
E09000032,Wandsworth,2005,NVQ2 only,15700,205000,7.7,2.4
E09000032,Wandsworth,2006,NVQ2 only,13800,210100,6.5,2.2
E09000002,Barking and Dagenham,2019,NVQ2 only,23200,136900,17,3.7
E09000003,Barnet,2019,NVQ2 only,30000,258700,11.6,3.2
E09000004,Bexley,2019,NVQ2 only,32400,155400,20.8,3.6
E09000005,Brent,2019,NVQ2 only,32300,220100,14.7,4
E09000006,Bromley,2019,NVQ2 only,24000,209400,11.5,2.8
E09000008,Croydon,2019,NVQ2 only,39000,250200,15.6,3.2
E09000009,Ealing,2019,NVQ2 only,16800,221300,7.6,2.9
E09000010,Enfield,2019,NVQ2 only,32500,219000,14.8,3.7
E09000014,Haringey,2019,NVQ2 only,16700,195500,8.5,2.7
E09000015,Harrow,2019,NVQ2 only,21000,156300,13.4,3.7
E09000016,Havering,2019,NVQ2 only,31000,160300,19.3,3.6
E09000017,Hillingdon,2019,NVQ2 only,16400,199400,8.2,2.9
E09000018,Hounslow,2019,NVQ2 only,19700,182300,10.8,3.7
E09000032,Wandsworth,2007,NVQ2 only,17200,214000,8.1,2.5
E09000021,Kingston upon Thames,2019,NVQ2 only,13500,118100,11.5,3.2
E09000024,Merton,2019,NVQ2 only,13600,138800,9.8,2.7
E09000025,Newham,2019,NVQ2 only,27900,251600,11.1,3.2
E09000026,Redbridge,2019,NVQ2 only,29600,201700,14.7,3.2
E09000027,Richmond upon Thames,2019,NVQ2 only,9000,125100,7.2,2.7
E09000029,Sutton,2019,NVQ2 only,17700,131800,13.4,3
E09000031,Waltham Forest,2019,NVQ2 only,24000,188900,12.7,3.5
E09000032,Wandsworth,2008,NVQ2 only,13800,219500,6.3,2.1
E09000032,Wandsworth,2009,NVQ2 only,16700,222900,7.5,2.4
E09000032,Wandsworth,2010,NVQ2 only,18900,222100,8.5,2.5
E09000032,Wandsworth,2011,NVQ2 only,18000,224900,8,2.4
E09000032,Wandsworth,2012,NVQ2 only,16000,224500,7.1,2.2
E09000032,Wandsworth,2013,NVQ2 only,12300,224500,5.5,2.1
E09000032,Wandsworth,2014,NVQ2 only,16300,224100,7.3,2.3
E09000032,Wandsworth,2015,NVQ2 only,11700,226200,5.2,1.9
E09000032,Wandsworth,2016,NVQ2 only,13200,226200,5.8,2.2
E09000032,Wandsworth,2017,NVQ2 only,14400,229600,6.3,2.4
E09000032,Wandsworth,2018,NVQ2 only,19500,233500,8.3,2.6
E09000032,Wandsworth,2019,NVQ2 only,15200,235200,6.4,2.4
E09000002,Barking and Dagenham,2020,NVQ2 only,18500,139100,13.3,7.1
E09000003,Barnet,2020,NVQ2 only,27600,256600,10.7,5.3
E09000004,Bexley,2020,NVQ2 only,26600,158400,16.8,6
E09000005,Brent,2020,NVQ2 only,16300,220700,7.4,5.5
E09000006,Bromley,2020,NVQ2 only,35000,210500,16.6,5.7
E09000008,Croydon,2020,NVQ2 only,42600,245900,17.3,6.1
E09000009,Ealing,2020,NVQ2 only,23900,228400,10.5,5.8
E09000010,Enfield,2020,NVQ2 only,40400,222100,18.2,7.2
E09000014,Haringey,2020,NVQ2 only,19900,196400,10.1,5.4
E09000015,Harrow,2020,NVQ2 only,16800,156100,10.8,6.3
E09000016,Havering,2020,NVQ2 only,27000,164800,16.4,5.8
E09000017,Hillingdon,2020,NVQ2 only,15500,203400,7.6,5.3
E09000018,Hounslow,2020,NVQ2 only,18700,177500,10.5,6.5
E09000032,Wandsworth,2020,NVQ2 only,14800,236400,6.3,4.1
E09000021,Kingston upon Thames,2020,NVQ2 only,11000,119600,9.2,4.7
E09000024,Merton,2020,NVQ2 only,15600,141000,11.1,5.4
E09000025,Newham,2020,NVQ2 only,16700,249900,6.7,5.2
E09000026,Redbridge,2020,NVQ2 only,24900,203000,12.3,5.4
E09000027,Richmond upon Thames,2020,NVQ2 only,10500,128400,8.2,4.5
E09000029,Sutton,2020,NVQ2 only,15300,131400,11.6,5.7
E09000031,Waltham Forest,2020,NVQ2 only,21800,189000,11.5,5.7
E09000032,Wandsworth,2021,NVQ2 only,21400,234700,9.1,4.9
E09000033,Westminster,2004,NVQ2 only,12300,155700,7.9,2.1
E09000033,Westminster,2005,NVQ2 only,13400,160900,8.4,2.2
E09000033,Westminster,2006,NVQ2 only,11700,165500,7.1,2
E09000033,Westminster,2007,NVQ2 only,14700,163400,9,2.1
E09000033,Westminster,2008,NVQ2 only,13500,161300,8.4,2
E09000033,Westminster,2009,NVQ2 only,12800,158100,8.1,2.3
E09000033,Westminster,2010,NVQ2 only,9500,157400,6,2.2
E09000033,Westminster,2011,NVQ2 only,12500,160800,7.8,2.1
E09000033,Westminster,2012,NVQ2 only,10600,164400,6.4,1.8
E09000033,Westminster,2013,NVQ2 only,10700,163200,6.6,1.9
E09000033,Westminster,2014,NVQ2 only,10200,167500,6.1,1.8
E09000002,Barking and Dagenham,2021,NVQ2 only,17100,139200,12.3,6.8
E09000003,Barnet,2021,NVQ2 only,22000,258800,8.5,4.4
E09000004,Bexley,2021,NVQ2 only,26500,158200,16.8,5.9
E09000005,Brent,2021,NVQ2 only,23500,217700,10.8,6.8
E09000006,Bromley,2021,NVQ2 only,27600,210400,13.1,5.6
E09000008,Croydon,2021,NVQ2 only,32100,250500,12.8,5.2
E09000009,Ealing,2021,NVQ2 only,16700,225000,7.4,5
E09000010,Enfield,2021,NVQ2 only,24700,220200,11.2,5.6
E09000014,Haringey,2021,NVQ2 only,20000,196500,10.2,5.1
E09000015,Harrow,2021,NVQ2 only,22400,155300,14.4,6.4
E09000016,Havering,2021,NVQ2 only,22700,163900,13.9,5.1
E09000017,Hillingdon,2021,NVQ2 only,21200,200200,10.6,6.1
E09000018,Hounslow,2021,NVQ2 only,13800,179400,7.7,5.2
E09000033,Westminster,2015,NVQ2 only,10400,169000,6.2,2
E09000021,Kingston upon Thames,2021,NVQ2 only,11400,120400,9.5,4.7
E09000024,Merton,2021,NVQ2 only,17600,139700,12.6,5.8
E09000025,Newham,2021,NVQ2 only,22500,244100,9.2,5.9
E09000026,Redbridge,2021,NVQ2 only,20900,201600,10.4,5.5
E09000027,Richmond upon Thames,2021,NVQ2 only,11500,127100,9,4.5
E09000029,Sutton,2021,NVQ2 only,15400,130700,11.8,5.4
E09000031,Waltham Forest,2021,NVQ2 only,22800,191600,11.9,6
E09000033,Westminster,2016,NVQ2 only,12200,170700,7.1,2.2
E09000033,Westminster,2017,NVQ2 only,12100,164200,7.4,2.3
E09000033,Westminster,2018,NVQ2 only,11600,172500,6.7,2.5
E09000033,Westminster,2019,NVQ2 only,9800,172200,5.7,2.5
E09000033,Westminster,2020,NVQ2 only,3600,170200,2.1,*
E09000033,Westminster,2021,NVQ2 only,7700,154100,5,*
